Protein IDs	Gene names	Protein names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	mean_control_log2_LFQ intensity IgG_ChIP_01	mean_control_log2_LFQ intensity IgG_ChIP_02	mean_control_log2_LFQ intensity IgG_ChIP_03	mean_control_log2_LFQ intensity IgG_ChIP_04	mean_treatment_log2_LFQ intensity TRF2_ChIP_01	mean_treatment_log2_LFQ intensity TRF2_ChIP_02	mean_treatment_log2_LFQ intensity TRF2_ChIP_03	mean_treatment_log2_LFQ intensity TRF2_ChIP_04	mean_log2_fold_change	std_log2_fold_change	mean_-log10_pval	std_-1og10_pval
P13639	EEF2	Elongation factor 2	1	38	37	37	55	53.8	53.8	95.337000000000003	858	26.61666774133078	26.571943667648249	26.467388256474312	26.540481280269699	25.48913182971911	26.11628525663162	25.335040818050071	25.648586891130769	-0.90185903754786523	0	2.7161289860351481	0
Q9P2E9;Q9P2E9-3;A0A087WVV2;F8W7S5;A0A087WU26;V9GY78;A2A2S5;C9J066;E9PN67;H9KV85;Q8N4C6-6;Q8N4C6-11;Q8N4C6-4;Q8N4C6-9;Q8N4C6-2;Q8N4C6;Q8N4C6-5;Q8N4C6-10;Q8N4C6-7	RRBP1	Ribosome-binding protein 1	19	9	9	9	8.1999999999999993	8.1999999999999993	8.1999999999999993	152.44999999999999	1410	23.958634130930559	23.436443158722639	23.46063986915329	23.19863987366179	22.890183472592529	22.513537355879389	22.55298781617671	22.45367445367161	-0.91099348353700782	0.18134766163215391	2.104936763675334	0.20889995388210381
P46977;P46977-2;A0A0C4DH80;E9PN73;E9PI32;H0YET6	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	6	7	7	7	10.1	10.1	10.1	80.528999999999996	705	24.500998899599011	23.734175402966329	23.386665597697579	23.910953748785051	22.385773734794441	22.826223527314578	22.865688723523771	23.798476547467342	-0.91415777898696149	0.17078420930530941	1.1777400327461409	8.8893380310441097E-2
O43660-2;O43660;H0YA24;D6RA26;B7Z982;H0YAA2	PLRG1	Pleiotropic regulator 1	6	12	12	12	32.1	32.1	32.1	56.288999999999987	505	24.441327741519899	24.953048296734629	24.568483149680048	24.427583442761929	24.337560929000009	22.74567796698777	23.772937923839571	23.79114062614142	-0.93578129618192918	5.5081834643763213E-2	1.4216045415776151	0.1177760491110767
P41091;Q2VIR3;Q2VIR3-2;H7BZU1	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	4	14	14	14	38.6	38.6	38.6	51.108999999999988	472	25.925718317210642	26.695643970723889	26.91102234674084	26.433978738595421	24.514064358433892	25.66616981402105	25.64982058483788	26.38965523176687	-0.93666334605277157	0	1.1062883923947919	0
A0A024R7W5;A0A087X0Q1;A0A087WY31;Q7Z739	YTHDF3	YTH domain-containing family protein 3	4	8	8	4	19.899999999999999	19.899999999999999	10.9	58.311000000000007	534	23.82628934146997	24.41461040314412	24.016228163226899	23.3129903896032	22.90376492439183	22.7847588755108	23.402105434416761	22.708851505079831	-0.94265938951124661	6.2310213782849663E-2	1.810127412771189	6.3788481040789796E-2
H3BNC9;P08708;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4	RPS17	40S ribosomal protein S17	6	10	10	10	13.9	13.9	13.9	64.531999999999996	584	28.189192127243381	27.919628331577329	28.22260109490664	28.06676480597762	27.122380937240312	27.269992984107731	26.692454812109091	27.53712216481857	-0.94405886535731298	0	2.6026756834017841	0
A0A087WVQ6;Q00610-2;Q00610;J3KS13;J3KSQ2;J3QL20;K7EJJ5;J3KRF5;F5H5N6;A0A087WV74;A0A087WXH4	CLTC	Clathrin heavy chain;Clathrin heavy chain 1	11	69	69	54	51.6	51.6	42	192.06	1679	26.75887951327384	26.549836595448038	26.61750871777015	26.804520420454281	25.725490455514709	25.895135170786411	25.616162920059789	25.62678293848456	-0.96679344052521188	0	4.4748493938958074	0
A0A7I2V4L7;B1ANR0;Q13310-2;Q13310;Q13310-3;A0A7I2V5W9;H0Y5F5;A0A7I2V598;H0YEU6;H0YCC8;A0A7I2V4V6;B1ANR1;H0YEQ8;P0CB38	PABPC4	Polyadenylate-binding protein;Polyadenylate-binding protein 4	14	14	8	8	27.6	15.1	15.1	66.498999999999995	601	24.622711858337269	24.058706559793858	24.777359673037878	24.30959458849156	23.07941251497045	23.0423660927414	23.627228386590261	24.094262001535409	-0.98127592095576688	0	1.786604483716087	0
Q16181;E7ES33;E7EPK1;Q16181-2;G3V1Q4;A0A0U1RRE1;A0A5F9ZGZ7;A0A0U1RRH9;A0A0U1RRD1;Q5JXL7;Q6ZU15	SEPT7	Septin-7	11	10	10	10	27.9	27.9	27.9	50.678999999999988	437	25.332994248233319	24.860033647526318	24.684103095141349	25.007999396392488	24.30841458334049	24.04710127394786	23.632895826737119	23.910496345705571	-0.9965555893906064	0	2.6382896694069662	0
P51114;P51114-2;B4DXZ6;P51114-3;E9PFF5;E7EU85;P51116;C9JZE0;C9JY20;C9IZ22;C9JAJ4;H7C4S4;R9WNI0;A8MQB8;C9JYQ6;G3V0J0;Q06787;Q06787-3;Q06787-9;Q06787-8;Q06787-5;Q06787-4;Q06787-2;Q06787-6;Q06787-7	FXR1	Fragile X mental retardation syndrome-related protein 1	25	12	12	12	25.3	25.3	25.3	69.72	621	25.382977522910419	25.30712936249363	25.47413617708839	25.394013582867181	24.351714074193058	24.029432152513319	24.614815865768751	24.564360248530289	-0.99948357608855076	0	3.4646489741537292	0
A0A087WUK2;O14979-3;O14979-2;O14979	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	4	5	5	5	19.3	19.3	19.3	40.04	363	25.78947494036451	25.956242849735801	26.870795147052391	26.780191509753511	22.820880606272041	25.180824269260761	26.60583146952494	26.718426265341389	-1.017685459126767	0.1475884467400444	0.48727335660789373	4.0310450096432728E-3
Q96I24;Q96I24-2;A0A494C1K6	FUBP3	Far upstream element-binding protein 3	3	12	11	11	26.9	25.3	25.3	61.64	572	24.021829221597361	24.286866802672129	24.23286355033332	23.622432596409439	22.684107205678739	22.57090622327787	23.365863187284091	23.45073301913024	-1.023095633910323	0.1016200764902922	1.9815047091741269	0.19741745785867479
P23526-2;P23526	AHCY	Adenosylhomocysteinase	2	4	4	4	11.1	11.1	11.1	44.658000000000001	404	24.64339382632663	24.359509901833651	24.281853639771281	24.19324981416376	22.8844106295894	22.616693216956211	23.494482568236279	24.384229891042828	-1.0245477190676591	0.12675130912257401	1.3379773058705959	2.5614430987244929E-2
P41252;A0A0A0MSX9;J3KR24;A0A0D9SFC1;Q5TCC9	IARS	Isoleucine--tRNA ligase, cytoplasmic	5	37	37	37	33.5	33.5	33.5	144.5	1262	26.238122468820709	25.766684184582392	26.076960717630168	26.026627956696721	25.282242606438661	24.71983665219101	25.016695749537501	24.989841766094759	-1.024944638367018	0	3.301940059254389	0
A0A0A0MR02;P45880-2;P45880;P45880-1;Q5JSD2;Q5JSD1;A2A3S1	VDAC2	Voltage-dependent anion-selective channel protein 2	7	8	8	8	40.1	40.1	40.1	30.347999999999999	282	25.64622622669911	25.16061807256207	25.916909602167131	25.43176512418318	24.75475745193906	24.11410197097139	24.665573603044219	24.499722312731411	-1.0303409217313551	0	2.5285553134179608	0
Q13409;Q13409-2;Q13409-7;Q13409-3;Q13409-5;Q13409-6;E7EQL5;E7EMU4;E7EV09;E7EQU2;E7ESD3;E9PGG1;E7ETL8;E7ET01;E7ERR6;E7EUM4;E7ERH4;E7EU01	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	18	7	7	7	17.899999999999999	17.899999999999999	17.899999999999999	71.456000000000003	638	24.085049667837879	23.78875337511537	24.139929752422589	23.44240393085412	22.689374955240488	23.489101196974829	22.810921459427782	22.316935824826889	-1.037450822439997	0.26099871584272027	1.7906033537002271	0.28423061388952392
A0A0U1RQV4;Q13464;C9JFJ0;D6REE7	ROCK1	Rho-associated protein kinase 1	4	4	4	3	3.9	3.9	3	133.07	1137	23.357162146977231	23.868442031148408	24.061922904716202	23.542150527816709	22.330618027900599	22.82603306623378	22.359407055732909	23.133018862486161	-1.0451501495762749	0.29377341728059181	1.881735741624414	0.87657735433919259
Q96ST3	SIN3A	Paired amphipathic helix protein Sin3a	1	12	12	12	10.5	10.5	10.5	145.16999999999999	1273	24.22538044715051	24.23000694510003	24.38390042586958	24.32003366660733	22.432586255162889	23.159709996003851	23.61447890558016	23.70862000209322	-1.0609815814718311	2.8316334710436819E-2	1.9553479365516551	0.1175959553308267
Q00839;Q00839-2;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PP34;A0A1W2PQL0;A0A1W2PQ74;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PRI6;A0A1W2PPE9;A0A1W2PNG3;A0A1W2PP22	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	17	31	31	31	39.9	39.9	39.9	90.582999999999998	825	30.110482353993739	29.999406236715451	30.141387436379951	30.159064182862949	29.091818185624259	28.637270066169961	29.005602963536731	29.32945707745494	-1.086547979291552	0	3.4854383460528	0
P34932;A0A087WYC1;A0A087WTS8;P34932-2	HSPA4	Heat shock 70 kDa protein 4	4	16	16	15	26.4	26.4	24.5	94.33	840	25.587492782407988	25.289613117429191	25.600283397703969	25.546984866587039	24.38620510361984	24.4187976391284	24.226115803219692	24.563022130239361	-1.1075583719802291	0	4.4770787045817952	0
P05783;F8VZY9;CON__H-INV:HIT000015463;CON__Q92764;C4AM86;CON__Q497I4;Q92764	KRT18	Keratin, type I cytoskeletal 18	7	24	23	16	65.8	64.2	50.2	48.057000000000002	430	27.653419677948399	27.55244818067959	27.519158588733418	27.653419677948399	26.511095709541468	26.640445529047309	26.540377811999701	26.253334351889201	-1.108298180708037	0	4.7736030222478636	0
A0A7P0TAE1;H0YIV0;A0A7P0TAT8;P14625;A0A7P0T917;A0A087WT78;A0A7P0T823;A0A7P0TAY2;A0A7P0TBC2;A0A7P0T8R3;A0A7P0T885;A0A7P0Z405;Q58FF3	HSP90B1	Endoplasmin	13	9	8	8	13.8	12.3	12.3	90.75	789	23.74077719359526	24.19932906874698	23.893747385665549	23.460889794669871	22.91280385481058	23.613804749006729	22.055003015515631	22.260204007102779	-1.113231954060486	1.210613794048112E-2	1.5602491027894869	2.675151599840709E-2
Q01518;Q01518-2;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9;Q5T0R8;Q5T0S3	CAP1	Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein	12	12	12	12	37.299999999999997	37.299999999999997	37.299999999999997	51.901000000000003	475	24.413836044289781	24.19955373510901	23.422138699770379	24.54309508635172	22.676705109518089	24.141255866533381	22.38641101115941	22.821217327333201	-1.138258562744201	0.2032674545340423	1.283651738746197	5.1974739170022842E-2
Q5JR04;Q9HCE1;Q9HCE1-2	MOV10	Putative helicase MOV-10	3	10	10	10	11.9	11.9	11.9	107.21	947	24.61946909180492	24.289613117429191	24.395191026176072	23.88920462851409	23.392704184482788	23.02467233817714	23.612117978043059	22.5409686366866	-1.1557536816336691	7.0295822178337311E-2	2.2116010412901961	0.23179718747912581
Q13347;A0A7I2YQF8;A0A7I2YQI2;A0A7I2V613;A0A7I2V607;A0A7I2V3N2;A0A7I2V2M3;A0A7I2V3U3;A0A7P0MRT9;A0A7I2V640;A0A7I2V685;A0A7I2V5V8;A0A7I2YQC8;A0A7I2YQT9;A0A7I2YQU2;Q5TFK1;A0A7I2V4C2;A0A7I2YQI6;A0A7I2V4S8;A0A7I2V3K6;A0A7I2YQP9;A0A7I2V391;A0A7I2YQN1;A0A7I2YQX4;A0A7I2V5E4;A0A7I2V3T4;A0A7I2V415	EIF3I	Eukaryotic translation initiation factor 3 subunit I	27	10	10	10	42.8	42.8	42.8	36.500999999999998	325	25.689765128930929	25.671821563286059	25.871594332946849	25.863204355129831	24.593090165176939	23.563022130239361	25.18491498229622	25.110880558534191	-1.161119386011741	0	1.6605740593710681	2.719479911021036E-16
O75534-2;O75534;O75534-3;O75534-4;E9PLT0;E9PLD4;E9PKN4;E9PNG3	CSDE1	Cold shock domain-containing protein E1	8	10	10	10	15.8	15.8	15.8	85.746000000000009	767	24.498018437843591	25.067677907381938	24.515809542127869	24.322305031612139	23.715234750232	22.644406173280171	23.869289595085959	23.489836203379909	-1.171261049246874	0.1145592129902681	2.020692579705655	0.38830920420352971
D6RGI3;D6RER5;Q9NVA2;Q9NVA2-2;D6RDU5;D6RDP1;D6R9Y6;H0Y9G8;H0Y961;B1AMS2;Q14141-3;Q14141-2;Q14141-4;Q14141	SEPT11	Septin-11	14	9	9	9	28.7	28.7	28.7	49.005000000000003	425	23.512196479781441	23.873989237787981	24.775552413372498	25.16207902969035	22.406636855506179	22.631698383004011	24.0386705386342	23.53504655757818	-1.1779412064774279	9.1875306835032089E-2	1.1256231182040131	2.5680841759448542E-2
P53621;A0A3B3ISC6;A0A3B3IT15;A0A3B3IS84;P53621-2;A0A3B3IU89;A0A3B3ITV3;A0A3B3ISK1;A0A3B3ITI7;A0A3B3IU78	COPA	Coatomer subunit alpha;Xenin;Proxenin	10	20	20	20	19.3	19.3	19.3	138.34	1224	25.152556255571842	24.791985164506649	24.808920195773439	24.792729935077571	24.17858461909152	23.668498095663509	23.495946737889241	23.491182743331699	-1.1779948387383821	0	3.155466737012226	0
P26639;P26639-2;D6RBR8;D6RCA5;D6R9F8;D6RDJ6;B7ZLP8;A2RTX5-2;A2RTX5	TARS	Threonine--tRNA ligase, cytoplasmic	9	13	13	13	21.4	21.4	21.4	83.433999999999997	723	24.903342016517549	23.56092518940379	23.917888479935609	23.545571614189079	22.570476495008119	23.204651734817389	22.827854744516589	22.610924802864961	-1.1784548807097439	0.1357804856081572	1.731484193158104	0.17654622077314691
A8K968;Q9Y2J2-2;Q9Y2J2;A0A0A0MSA4;A0A0A0MRA8;Q9Y2J2-4;Q9Y2J2-3;A0A0J9YY18;A0A1B0GTF8;A0A0J9YW31;J3KT37;A0A0J9YWN0;A0A0J9YWS4;A0A0J9YWE1;P11171-5;P11171-7;A0A2R8Y4N6;A0A2R8Y7N0;A0A1B0GWG0;A0A2R8Y6D0;A0A2U3TZH6;A0A2R8Y7Y3;A0A3B3IUD6;A0A0J9YW26;A0A3B3ITP0;A0A2R8YFR9;A0A2R8Y6G5;A0A2R8YCW8;A0A2R8Y420;A0A2R8Y570;A0A2R8Y5G2;A0A2R8Y5Z6;A0A2R8YD30;A0A3B3IU06;P11171;P11171-3;P11171-6;P11171-4;P11171-2;J3QS83	EPB41L3	Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed	40	12	10	10	22.6	20.399999999999999	20.399999999999999	84.710999999999999	756	23.978321532948328	23.51436540282721	24.050509642047679	23.490938011347929	22.63589067135031	22.520427732326819	22.31625489416939	22.71349475730991	-1.212016633503683	7.5080263524434088E-2	3.0227144326878839	0.58252321093061499
P06312	IGKV4-1	Ig kappa chain V-IV region	1	2	2	2	12.4	12.4	12.4	13.38	121	27.10009026831635	27.371357906413859	27.789238605286648	26.52181127738676	25.87534927547296	25.75768481890762	25.879538567024831	26.41628675616894	-1.2134096599573141	0	2.1449582518584158	0
P04843;B7Z4L4;F8WF32	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	3	22	22	22	47.4	47.4	47.4	68.569000000000003	607	26.414449112654509	26.110920372943848	26.312072925437761	26.345128804324261	25.145304665246972	25.146897708774169	25.019710166193189	25.00358859466019	-1.2167675201214649	0	5.4261635111346971	0
P48681	NES	Nestin	1	29	29	29	22.1	22.1	22.1	177.44	1621	25.759666962057238	25.64460446418612	25.717537536101428	25.946258607275301	24.344146883867062	24.304590293694879	24.56662639904939	24.74939644991813	-1.2758268857726589	0	4.349550026129263	0
Q09666;E9PQE3;E9PJZ0;E9PKR9;E9PJC6;E9PLK4;Q09666-2	AHNAK	Neuroblast differentiation-associated protein AHNAK	7	72	72	72	25.9	25.9	25.9	629.09	5890	25.59046552645102	25.874880441775581	25.716543602172418	25.906923615899601	23.242010489422132	26.700414529077559	23.751543241872	24.205830230581221	-1.297253673836426	0	0.84328933713364995	0
Q14315;Q14315-2	FLNC	Filamin-C	2	87	81	78	43.6	41	39.299999999999997	291.02	2725	27.4239826046609	27.40267472134239	27.366363572874722	27.270705954243759	26.099849565066648	25.709671989190198	26.18982365420387	26.208660651828481	-1.313930248208131	0	4.4341630001058183	0
Q7Z2W4;A0A7P0T8C6;C9J6P4;Q7Z2W4-2;Q7Z2W4-4;Q7Z2W4-3;H7C5K1;Q7Z2W4-5;G5E9U9;Q9H0J9	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	10	14	14	14	21.1	21.1	21.1	101.43	902	24.227291593864141	23.907748877648231	24.469113141288751	24.269636366866791	22.707209135662861	22.72843849031764	23.478524747465581	22.594366523475131	-1.341312770686669	8.707142428965424E-2	2.816011589690405	6.6031637849813529E-2
P08670;B0YJC4;B0YJC5;A0A1B0GTT5;A0A1B0GVG8;P17661;H7C5W5;P41219;P41219-2;E7EMV2;F8W835;A0A1W2PRT3;E7ESP9;A0A1W2PR46;A0A1X7SBR3;P07197-2;Q16352;P14136-2;P14136;P14136-3;P07197	VIM	Vimentin	21	44	44	41	81.3	81.3	77.5	53.651000000000003	466	31.620168580323291	31.440997206105809	31.60280001160287	31.45655095891648	30.318293310123341	30.13430461257434	29.97923782071549	30.248641951585132	-1.36000976548754	0	5.3380440002766214	0
P07814;V9GYZ6;V9GZ76	EPRS	Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	3	91	91	90	69.099999999999994	69.099999999999994	69.099999999999994	170.59	1512	24.672765867895599	24.53082684467255	24.704720966338229	24.359040656410471	23.11179601208292	23.032613473991312	23.233565848042641	23.43784044216444	-1.3628846397588821	0	4.588478991395001	0
A0A2R8YD50;P51659;P51659-3;E7ER27;A0A2R8Y7L2;E7ET17;E7EPL9;A0A2R8YDT8;A0A2R8YF45	HSD17B4	Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2	9	11	11	1	20.5	20.5	2	76.837000000000003	711	24.512377347962069	23.89559746932623	24.203143646860919	23.652175379976558	22.86817590860635	22.487641985203911	22.935040529782469	22.49359702783326	-1.3697095981749521	0.34861165371792407	2.7422339495361361	0.61720897081695481
H3BQZ7;Q1KMD3	HNRNPUL2-BSCL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	2	15	15	15	19.2	19.2	19.2	84.69	746	25.377957150485869	25.575367050143079	24.763648421995839	24.919616966807371	24.105974987853919	22.34790157299739	24.39126247230741	24.27405220229177	-1.3793495884954139	0.1296083066187089	1.4559320362417461	0.22298611498295501
P11021;A0A7P0TB36;A0A7P0TAI0	HSPA5	78 kDa glucose-regulated protein	3	20	18	18	37.200000000000003	36.1	36.1	72.331999999999994	654	25.03712094224419	24.339329187886491	24.864338437955951	24.653815987076019	22.303991396306309	25.248112591110839	22.2052572944758	23.614703554450259	-1.3806349297048639	2.7939352381070561E-2	0.97254319968114411	1.3626459507504711E-4
Q92900-2;Q92900	UPF1	Regulator of nonsense transcripts 1	2	22	22	22	22	22	22	123.03	1118	24.70223906872857	24.586462326797498	24.730759513560709	24.008298670802318	22.878729741236221	23.03219306665169	23.344350094662651	23.061708704660621	-1.4276944931694791	0	3.4796444283700918	0
E9PAV3;F8VZJ2;A0A7I2V2K5;H0YHX9;A0A7I2V473;Q13765;E9PAV3-2;F8W0W4;F8VNW4;F8VZ58;Q9BZK3	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha	11	6	6	6	3.8	3.8	3.8	205.42	2078	25.453216116688299	25.765622394152679	26.43463102707415	26.25997422828274	24.26069216561574	22.451416351255059	25.338717343504019	26.144137908174979	-1.429619999412016	0.1052045775583266	0.86855019317389404	3.3634608842194803E-2
P49327;A0A0U1RQF0;A0A0U1RRG3;A0A1B0GTR5;J3KTF0	FASN	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	5	76	76	76	43	43	43	273.42	2511	27.842900630895389	27.445927576213279	27.8761927923792	27.917581229366689	26.569439603791789	26.22953029383369	26.181658503918381	26.370110942977259	-1.43296572108336	0	4.3001848100459057	0
Q15029-2;Q15029;Q15029-3;K7EP67;K7EJ74;K7EIT3;K7EIV5	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	7	46	46	45	66.599999999999994	66.599999999999994	65.5	105.38	937	26.521272142480331	26.26027939530448	26.375838071737661	26.420677937708419	24.9826796048972	24.721037006265369	25.024537078648319	25.114499177835189	-1.4338286698962039	0	5.1343533227994493	0
Q15019-2;Q15019-3;Q15019;B5MCX3;C9J2Q4;C9J938;C9JB25;C9IY94;H7C310;C9JQJ4;C9IZU3;B5MD47;C9JZI2;C9JFT1;H7C2Y0;F8WB65;A0A1B0GXJ2	SEPT2	Septin-2	17	6	6	6	19.399999999999999	19.399999999999999	19.399999999999999	45.46	396	24.498566331403271	24.247714311617528	24.988715540400651	24.574616623576929	22.682838776897949	22.687251862081141	23.433262472569691	23.732416712440191	-1.4434607457523529	0.1569593174058439	2.418679480149418	0.3699656844334111
Q9GZL7	WDR12	Ribosome biogenesis protein WDR12	1	7	7	7	24.8	24.8	24.8	47.707000000000001	423	24.910633581857009	24.736861024924892	25.065378660430198	25.032167838315111	22.84219581650035	22.64032365942246	24.478277858607129	23.959076526150639	-1.456291811211663	0.1293340499629046	1.7509977214872949	0.1600597390785975
P48444;B0YIW6;P48444-2;Q6P1Q5;E9PK34	ARCN1	Coatomer subunit delta	5	11	11	11	20.2	20.2	20.2	57.21	511	25.428606041513572	25.520373136339721	25.415287626360399	25.396236836327621	24.261194509256811	23.619972757721641	24.000841093900711	24.043768258624841	-1.458681755259327	0	4.4092832958024122	0
O43491;O43491-4;E9PHY5;O43491-3;E9PK52;O43491-2;E9PII3;A0A2R8Y5B3;Q6R5J7;Q6ZSX4;H0Y5B0;E9PMV8;E9PMG5;E9PN54;E9PQD2;E9PPC9;E9PIG0;J3QS55;E9PRG1;E9PQN0;E9PJP4	EPB41L2	Band 4.1-like protein 2	21	13	13	11	15.9	15.9	14.2	112.59	1005	24.650368554701991	24.414868430426878	24.620699964868791	24.556371334577118	22.820720539073179	22.32958201670057	23.63012045163455	23.567671115301181	-1.473553540466322	0.1239132699848093	2.5033385056644888	0.41820581598293077
P35268;K7ERI7;K7EJT5;K7EP65;K7EKS7;K7ELC4;K7EMH1	RPL22	60S ribosomal protein L22	7	4	4	4	50.8	50.8	50.8	14.787000000000001	128	30.18565234864359	29.963063018051528	30.640135194186271	30.520657882233799	28.963504057465219	28.723122202712769	28.828748477898149	28.87800702486653	-1.479031670043131	0	4.0001435584643232	0
A0A0C4DGS1;P39656-2;P39656-3;P39656;U3KQ84	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	5	12	12	12	43.3	43.3	43.3	48.798999999999999	439	25.342045361221771	24.56529038196518	25.557861676865951	25.506396692911618	24.25983059793359	24.02901081696497	23.17287488745912	23.555318400550899	-1.488639852513991	0	2.3609773588172831	0
Q9UMS4;F5GY56;H0YGF3;F5H2I0;H0YGZ5	PRPF19	Pre-mRNA-processing factor 19	5	12	12	12	34.700000000000003	34.700000000000003	34.700000000000003	55.18	504	26.463947873681509	26.38202103633089	26.798723732431689	26.79476368179737	25.337663002868261	24.906602553243129	25.039591131840581	25.18782444252691	-1.4919437984406441	0	4.3341450884454309	0
E9PKG1;Q99873-2;Q99873-3;Q99873;E9PQ98;E9PIX6;E9PNR9;H0YDE4;Q99873-5;Q9NR22-2;Q9NR22	PRMT1	Protein arginine N-methyltransferase 1	11	8	8	8	26.8	26.8	26.8	37.709000000000003	325	25.755368871354559	25.907542606463672	25.27355431655279	25.66912013933246	23.17169921561057	24.034982280173189	24.74652908233988	24.65747328742242	-1.498725517039355	7.7395138120382359E-2	2.0941241625753539	0.21878974022782191
H0Y938;H0YAC7;P35606-2;P35606;A0A7I2V258;A0A7I2V3G0;A0A7I2YQF9;D6R997;D6RBZ7;D6RCL6;D6RBG7;D6RBT6	COPB2	Coatomer subunit beta	12	27	27	27	39.5	39.5	39.5	101.53	898	24.734072009907852	23.96569622685751	24.72785482708694	24.85861166590097	23.046202578081282	22.709503722794611	22.841572025540529	23.669687858106752	-1.5048171363075269	4.3981203232595932E-2	2.639212636353963	5.0465055572066687E-2
